LATITUDE,LONGITUDE,PLACA_VEICULO
-23.68253203,-46.66417366,OXG0288
-23.56369058,-46.68073923,QOC5580
-23.54029293,-46.67754802,QNU4926
-23.45498582,-46.73065328,CCD8214
-23.69811745,-46.77424588,FGG8338
-23.54093071,-46.48490432,FMD2422
-23.44744037,-46.75254032,DAM1112
-23.54809882,-46.40594046,EZF1830
-23.66178592,-46.77972998,CIG7950
-23.43309444,-46.72064162,GBK1999
-23.5513511,-46.6538631,FVC4813
-23.53845888,-46.69156542,BOM3576
-23.52171821,-46.54199998,ELL0495
-23.49420322,-46.42181933,CRV4423
-23.71288574,-46.78181893,CML3290
-23.52808883,-46.52962731,FUW9239
-23.54806444,-46.75655375,CGM2195
-23.55614763,-46.43252423,ETQ6995
-23.5502033,-46.5571328,EBI9400
-23.6254789,-46.6387549,GJI6896
-23.52016391,-46.53255661,BTZ3594
-23.5547072,-46.5422127,EQW2611
-23.511993,-46.5815411,FBQ0312
-23.4702278,-46.609972,FAE8513
-23.56603804,-46.53557409,FSO2825
-23.59426353,-46.5899134,ELV4148
-23.51866312,-46.51911847,HKV7645
-23.61009489,-46.47963314,EMK6728
-23.58461142,-46.60694776,FAE1727
-23.5195369,-46.7212615,FLS7312
-23.53620705,-46.57699451,DHG9581
-23.5214012,-46.52034058,PYA1795
-23.54691138,-46.45385832,ELD5325
-23.5480352,-46.55515584,LQF8180
-23.54325383,-46.72023406,CQC2377
-23.5305919,-46.5287674,ERZ8982
-23.501709,-46.641373,GWK2954
-23.66046778,-46.74476973,CEU5744
-23.52947992,-46.5032786,FST0708
-23.53395986,-46.53144747,EUK4583
-23.59402436,-46.49013413,OPI6592
-23.55539536,-46.54741601,FFE5468
-23.53687021,-46.52919365,CWH5139
-23.60538187,-46.61728394,QPR0986
-23.57398463,-46.50926331,QNX4520
-23.54535565,-46.58833493,GJT0478
-23.53835401,-46.71434383,FDC2606
-23.68698235,-46.75605328,HUX8750
-23.48863454,-46.68974039,FRY9118
-23.4905578,-46.6519558,EQJ1380
-23.5782773,-46.7393287,LCT3462
-23.61505421,-46.63612724,EMG3970
-23.53383096,-46.46638835,DQB2486
-23.54043715,-46.67825584,PYT1316
-23.54010348,-46.71938591,FSH0202
-23.4902158,-46.61734508,ORH8014
-23.5518714,-46.6791731,FJR0562
-23.5828987,-46.5619151,FAQ7733
-23.56085919,-46.64721358,EXM5493
-23.54116243,-46.64022224,CTJ4365
-23.5745492,-46.62467604,FZV7360
-23.5994095,-46.60472248,DVN4890
-23.59851718,-46.51644694,EUP2253
-23.6045804,-46.5296984,DZB3495
-23.5328474,-46.5361527,EUB7630
-23.5875056,-46.5134752,HFD4109
-23.49718891,-46.43911196,DXG0437
-23.4880896,-46.6319451,EBT6933
-23.535486,-46.676228,FNB4665
-23.54328973,-46.65324688,QPV3702
-23.4901905,-46.46065,NZH9303
-23.4933031,-46.6155541,FHK4992
-23.59371703,-46.48838542,MUO0420
-23.59602578,-46.56555463,QPU8161
-23.61729102,-46.75254457,HCZ4191
-23.40438997,-46.75222365,ELH6408
-23.50920373,-46.47605623,FCV5105
-23.4889068,-46.738691,DMZ4770
-23.50492634,-46.44124767,CNT0693
-23.623077,-46.5976519,FIV7378
-23.53235396,-46.43964889,CZM2630
-23.53423612,-46.57134919,DRK6420
-23.58769754,-46.61980342,FWS0485
-23.55328203,-46.63331207,QPI3855
-23.52910683,-46.69231149,EUF7323
-23.55688367,-46.56234171,EJA0199
-23.60441067,-46.61144149,FEV0846
-23.59531644,-46.51595458,OWO7562
-23.6271752,-46.6664635,FWI1578
-23.64413092,-46.73429235,FIM2732
-23.49207539,-46.57382404,DLL8191
-23.58522602,-46.61553383,KWY7156
-23.55100595,-46.55322679,EQB2358
-23.67165395,-46.74685353,DVC7075
-23.49029708,-46.61827148,FIA3660
-23.59906027,-46.63416065,EMX6174
-23.48273463,-46.63004333,ELT2886
-23.534427,-46.4470104,FTD3729
-23.60321001,-46.53079499,PZD7477
-23.5313717,-46.5000287,CSI4069
-23.5217333,-46.7170519,EUQ9239
-23.44762473,-46.73390913,FEE6429
-23.60130357,-46.54230034,FAC9687
-23.5900821,-46.5832954,HMY7342
-23.55118879,-46.5560423,DYB6177
-23.53425236,-46.68927484,QOE3287
-23.49063566,-46.61714225,ELS0360
-23.5040026,-46.4942348,JNY7708
-23.5399249,-46.6680215,EVC6612
-23.58428535,-46.56961446,BJR9852
-23.52955245,-46.72817845,FHN6516
-23.55494146,-46.54659716,QPB8877
-23.5936709,-46.6520078,CMF5848
-23.56742501,-46.58019571,FVU9867
-23.53242558,-46.53209191,PXY3661
-23.50138166,-46.37995612,DER5579
-23.58354219,-46.64396449,FKY3902
-23.5303649,-46.583733,BLU6098
-23.57023278,-46.58554971,BBR1767
-23.5746169,-46.6473829,FTW3282
-23.4932875,-46.64627818,EUP8903
-23.4970568,-46.4354699,FHJ9052
-23.5811198,-46.5000674,DRP0081
-23.5377822,-46.69138,FAX6319
-23.55740999,-46.67403434,QNU4945
-23.53557693,-46.73068586,BJH4795
-23.55739289,-46.45064291,DCM0915
-23.50463947,-46.39660942,CNG6446
-23.49955298,-46.39933456,CSC0077
-23.60392773,-46.48951938,EUX9133
-23.53198166,-46.5557575,BAO7884
-23.5273959,-46.516296,EQV5416
-23.62083518,-46.47696262,DPP5018
-23.52627339,-46.49904327,GJR7743
-23.61064895,-46.47503999,FCB5866
-23.49446475,-46.64719494,DQJ7185
-23.54314684,-46.5534928,EXT4263
-23.600736,-46.53136742,DUI6299
-23.4922575,-46.69249859,QNT6274
-23.54108591,-46.54993052,EXU0369
-23.59026408,-46.58189111,FTY4201
-23.58660787,-46.57987738,FJM8565
-23.55988153,-46.53936835,MOH6606
-23.55151242,-46.68837212,GJB5570
-23.5917426,-46.5474999,DXT3374
-23.59319826,-46.58344013,CDV8351
-23.5864224,-46.5077458,EMC9095
-23.53621159,-46.56477155,GBC8874
-23.53703642,-46.45578565,HIB7582
-23.531922,-46.4985163,EBM4978
-23.4922665,-46.6154331,EUZ2966
-23.62645583,-46.47182212,DMY3112
-23.4816583,-46.67463608,ELJ5671
-23.62453394,-46.63634125,QOV0258
-23.56445175,-46.60649479,CGC0838
-23.5553807,-46.7377449,BUR3267
-23.5870769,-46.4905538,FZK0836
-23.4467648,-46.5891887,DOG8266
-23.49249396,-46.63378048,GKC1675
-23.501332,-46.696975,DRE8868
-23.5224568,-46.5963119,OXG2332
-23.5424792,-46.4457328,ENF6702
-23.5194261,-46.54685592,CSA2957
-23.61067301,-46.71702083,EPP1915
-23.53333296,-46.67139035,EZD1914
-23.51255889,-46.75212444,BRA1477
-23.5310536,-46.68417138,QQB7150
-23.5296686,-46.5708082,GEO3759
-23.5161811,-46.6880554,EDC6669
-23.46798484,-46.69483219,CCE4498
-23.54202213,-46.61182989,CLF5816
-23.53197012,-46.75948565,QOV0110
-23.54866111,-46.55188649,FOB8111
-23.47040842,-46.67372968,FGH3963
-23.53285123,-46.45409983,FSX3534
-23.53091081,-46.70448325,QOP3896
-23.48430705,-46.38032782,CMF7510
-23.49119338,-46.70106519,FLY1688
-23.6850474,-46.63821642,BNQ3034
-23.55630285,-46.56652555,FNI8061
-23.57813942,-46.56521103,EYT4200
-23.60206515,-46.64187752,EUE6084
-23.59760054,-46.55655,FKT3167
-23.49945426,-46.46309074,FOA5165
-23.56313284,-46.56234143,NYG7515
-23.53654868,-46.46465612,FCE8063
-23.60525613,-46.56109492,FGF6443
-23.5689816,-46.5056771,FAO0997
-23.52259956,-46.40174142,CFG9536
-23.6791347,-46.66010023,PVV9271
-23.58057541,-46.56310901,FQU3819
-23.60953941,-46.5080638,CMH5815
-23.558667,-46.5125073,FJA4226
-23.68314991,-46.77043182,BTU6011
-23.5202631,-46.5285429,FNB1931
-23.56105492,-46.62366479,BOA2255
-23.55245104,-46.55081038,PZD6647
-23.59872794,-46.51446892,BUM3448
-23.50575824,-46.60328551,FIB3078
-23.54347053,-46.69166069,QPP6855
-23.49102503,-46.38832616,AYS7073
-23.52036155,-46.54378679,GIA1408
-23.599013,-46.6409161,FWP6246
-23.50997925,-46.41466543,BOM1875
-23.53301754,-46.4932956,FNI7404
-23.542341,-46.5009987,FJZ3314
-23.53888457,-46.47635969,EQM8198
-23.53245352,-46.51054034,BAD7572
-23.54487704,-46.55355865,FCX4178
-23.4706109,-46.57151897,EBW5705
-23.54162404,-46.59376409,FVL6358
-23.5560018,-46.685721,ATI9157
-23.59784198,-46.48231957,AYW0435
-23.5320952,-46.5423691,FHN4274
-23.55623162,-46.53357231,FBO3127
-23.527913,-46.565847,CJM3836
-23.6500796,-46.6659258,DBY3174
-23.59485568,-46.5541158,GGW8316
-23.60326412,-46.64204837,FMX4015
-23.5238958,-46.504413,EYJ4003
-23.60069078,-46.50758059,GKQ6064
-23.457259,-46.73266399,BOQ6279
-23.5015874,-46.6414502,EQC6814
-23.5250057,-46.6524334,DYE7394
-23.65827546,-46.63436655,QOC8036
-23.6592663,-46.6641208,CAJ4218
-23.5579158,-46.4981434,EFS0783
-23.54208108,-46.53992109,FAJ8696
-23.58321077,-46.55967479,FJZ5488
-23.59388495,-46.63514756,FPC8826
-23.5055015,-46.5293488,FGW1812
-23.53243973,-46.50077668,DZX6792
-23.45939384,-46.6485228,BPN7201
-23.59458061,-46.55833887,GBY5701
-23.49575515,-46.40133843,EQN7864
-23.61701644,-46.74291001,FIH1676
-23.57266358,-46.56781776,FAJ6943
-23.6425628,-46.6560646,PWU8439
-23.48315359,-46.71654253,MMW1178
-23.4989554,-46.695817,DWO1404
-23.53669494,-46.5431996,OOF9501
-23.73948358,-46.69689991,BMK7342
-23.59194273,-46.58847618,GYG2017
-23.532872,-46.629539,QOG8226
-23.48541249,-46.38389427,QNV5356
-23.56064873,-46.42506957,CIX2650
-23.57869732,-46.6445426,QPQ6173
-23.52560039,-46.70063931,EXI9895
-23.53979601,-46.58745877,JHY4165
-23.48761834,-46.5654787,CHT6577
-23.45395795,-46.74919801,FGH9031
-23.61875476,-46.4684356,QPI4147
-23.53141391,-46.54071009,OTY9506
-23.49271193,-46.38856163,DIL9544
-23.44519046,-46.74829096,GIX4966
-23.47953047,-46.57920483,EMH7268
-23.60373735,-46.78087644,CED7199
-23.55757394,-46.56503068,QMQ0491
-23.56959285,-46.53913098,DON4858
-23.57239835,-46.7432602,EJS2927
-23.52128195,-46.53880088,FAJ7899
-23.46661575,-46.59189175,COQ2779
-23.5868494,-46.5688865,FCS4586
-23.59971493,-46.62720665,AUH6502
-23.57095273,-46.57930365,EMU1749
-23.59581343,-46.64378774,FUY7096
-23.54737439,-46.40391699,BRZ1218
-23.55094525,-46.45435816,FHN8659
-23.5314779,-46.5101779,JKG6103
-23.56715178,-46.57381752,FQP7596
-23.61108551,-46.47616479,ENL5949
-23.46628179,-46.5741753,CSR7946
-23.53026204,-46.45270196,FGE2526
-23.51124811,-46.56779862,QMR8483
-23.57481069,-46.5073788,QPV2856
-23.54863079,-46.63747272,DNI1068
-23.5696061,-46.573785,GFN9058
-23.52868462,-46.62612895,OPE0995
-23.49657431,-46.43447421,BFK0813
-23.557925,-46.56827057,PVY1266
-23.55245738,-46.5446086,DPE2755
-23.5767609,-46.6391429,EWT8426
-23.55576986,-46.46321546,COO1914
-23.51678473,-46.58705194,QPI0773
-23.5758625,-46.60595832,MYX2889
-23.43359089,-46.75411588,OWS2275
-23.49686248,-46.39371024,DYP5959
-23.5686851,-46.4768587,EJI7613
-23.56092316,-46.54332741,QPJ2953
-23.71847279,-46.69092869,DPJ8547
-23.54512814,-46.45260919,PYB9937
-23.56560855,-46.54458407,DYA6877
-23.531459,-46.542183,CCP8195
-23.6302131,-46.6055877,OYR2111
-23.49430133,-46.70128644,FZJ8602
-23.61137743,-46.4947928,BGD7806
-23.48220974,-46.72433604,EMD0846
-23.53405052,-46.44625254,BPN4107
-23.52298724,-46.51350599,FQI2596
-23.59813121,-46.78508022,EXU2100
-23.4910039,-46.6264512,EBU0840
-23.54526264,-46.51509274,DLU3934
-23.52148585,-46.44530078,EXI0177
-23.64526046,-46.67235469,CAP4319
-23.40328697,-46.75177824,PVV8733
-23.49597951,-46.70412954,EHX7164
-23.6045386,-46.63129725,FWC9895
-23.5538612,-46.7118418,EBZ8227
-23.6478462,-46.6423896,ERE4202
-23.67669277,-46.63540875,PYR5512
-23.53155032,-46.56537114,PVA6218
-23.50513082,-46.47429392,COV0551
-23.63473133,-46.60232305,FAL8323
-23.4971638,-46.43893248,BGV0134
-23.4907063,-46.6179333,EDU2563
-23.51588382,-46.70228033,CGA0243
-23.6474553,-46.6392819,DLA5292
-23.4872871,-46.5836311,EDD7601
-23.48676109,-46.38218328,KBB8580
-23.67364281,-46.73698344,CIA2107
-23.51127567,-46.36754112,EMM8232
-23.55136408,-46.55698243,GFU1635
-23.77161974,-46.6956291,EBN9577
-23.61011067,-46.4796226,FLI0918
-23.50275193,-46.45302359,BOH7892
-23.55551643,-46.69004886,GDV9327
-23.47284993,-46.58917882,FEU3393
-23.51470359,-46.50997096,AZD3714
-23.51470359,-46.50997096,LIN9439
-23.61600277,-46.49427048,FKT2287
-23.4826988,-46.731315,ENZ2525
-23.41442297,-46.75580844,FKW9964
-23.60202689,-46.58359867,CAI4729
-23.46192784,-46.59701871,CSL4062
-23.66289709,-46.66464277,JLM1204
-23.60228828,-46.50632063,QNV7584
-23.61831548,-46.46848209,CBG2577
-23.55213808,-46.52423374,EZC8095
-23.51763246,-46.7071336,BTB5951
-23.49601283,-46.49093527,MUE3577
-23.47283574,-46.71927293,CNN6047
-23.43572857,-46.74108665,CKD7465
-23.5528083,-46.4814552,FST8674
-23.54253212,-46.43606583,FAN7281
-23.4994873,-46.72238975,EWU9087
-23.5707527,-46.4694647,DLP2482
-23.85481563,-46.70736634,FAZ3617
-23.48388277,-46.59500478,BIO9411
-23.5917016,-46.3942933,BRE0901
-23.51592107,-46.54541941,EQM1370
-23.5298609,-46.50242,EEO9278
-23.56985767,-46.39904287,DGN4542
-23.49247162,-46.59624855,CJT0685
-23.4887844,-46.6086687,fev/49
-23.5144446,-46.5827767,FRW2228
-23.5919153,-46.5293159,FQB5637
-23.5369648,-46.6132984,FKF4400
-23.5874478,-46.51060956,FKA0322
-23.53061408,-46.56535471,BOV6307
-23.48186635,-46.74895972,QPB2722
-23.56639144,-46.5417717,BUZ0710
-23.48369523,-46.58146165,BGO7634
-23.5459422,-46.4105956,HAZ2829
-23.5021086,-46.5826245,EBD9655
-23.60962288,-46.60249376,CEF1779
-23.60050355,-46.52728969,QKG4263
-23.58464543,-46.63615752,GGZ1743
-23.49930069,-46.72195685,OLP8557
-23.68214896,-46.67724245,FHU8145
-23.5486209,-46.4852379,HJJ4310
-23.67129084,-46.69664431,EAT3836
-23.4966063,-46.71920991,CFY7833
-23.5268908,-46.5685153,CJM3714
-23.685517,-46.77757364,EEV9388
-23.59867795,-46.58042235,FVE8756
-23.59047956,-46.49083862,FBX1653
-23.45467954,-46.68340325,FBW5668
-23.54768,-46.5149504,NMR3744
-23.5409558,-46.569672,FFC9194
-23.48363359,-46.46051653,DON2885
-23.63533674,-46.60613221,DCM0988
-23.7130954,-46.6922681,FNZ4025
-23.61074228,-46.4436047,ERU1057
-23.55131591,-46.44275177,FYC6096
-23.575744,-46.77816924,CML5632
-23.48960378,-46.7509753,BMD9657
-23.54991233,-46.39889502,DDK8416
-23.49596881,-46.48165049,CRM6543
-23.56921671,-46.70385215,CSQ4700
-23.59382143,-46.59394836,DPP5871
-23.57543479,-46.55042587,DUC1408
-23.4841939,-46.6023075,HGR4527
-23.5927968,-46.5914764,FLT1769
-23.59504717,-46.69170922,FQS7085
-23.56755279,-46.49392315,EXT0214
-23.56837103,-46.56352416,PYG5623
-23.57000735,-46.57149045,FXV1456
-23.52881771,-46.46124162,EEY3128
-23.56960512,-46.54745717,EPY0947
-23.5528558,-46.5433478,FOM6930
-23.49395885,-46.58131752,CJA5861
-23.5824514,-46.47030812,BGV0528
-23.55145308,-46.45994477,DWN2798
-23.4673594,-46.66566302,CFF2174
-23.5717908,-46.5592205,EJL3063
-23.55562216,-46.56644552,PXT7823
-23.5172627,-46.70424392,CRF5470
-23.56668423,-46.46505771,CAR7272
-23.58685903,-46.60756437,CKB2072
-23.55383359,-46.5537256,FQM7472
-23.59437796,-46.57883499,FLM0339
-23.5982504,-46.4401687,CYJ5431
-23.54063638,-46.59032129,GOA7363
-23.55435752,-46.68998238,FRD8234
-23.57818571,-46.6034767,FZV4748
-23.61199276,-46.50921792,DFL8668
-23.66010629,-46.73361371,DGG5140
-23.4715442,-46.67108151,CAD6974
-23.57402825,-46.53337956,GFB1006
-23.51588543,-46.6268674,CJL8637
-23.55499018,-46.46249843,EYE3356
-23.5268376,-46.5643481,AUR2301
-23.50628558,-46.58324295,EUO8994
-23.59692562,-46.53213386,QOF8121
-23.55973481,-46.44992557,FLN4219
-23.4896446,-46.5019175,FAJ9405
-23.59984461,-46.47528231,FGM7278
-23.60656381,-46.47984393,EPG4114
-23.5246969,-46.4691617,EGT3816
-23.5962788,-46.6827584,DRM8808
-23.67106224,-46.73737246,CPO7629
-23.54661877,-46.47264492,FEX0904
-23.4895745,-46.5813813,EVI5687
-23.63064753,-46.76833961,CEI4356
-23.74751267,-46.77680662,EFC9510
-23.51910787,-46.72456408,EQY6911
-23.52061043,-46.46356905,DWG0337
-23.44657003,-46.58484151,BLC8541
-23.52100995,-46.47053744,EMW4496
-23.5654052,-46.6981304,EMR9099
-23.50651869,-46.42149708,AXM4805
-23.48563563,-46.74412739,GIW0568
-23.53869754,-46.54794274,QNX2552
-23.52487274,-46.58101262,AEC2225
-23.5417778,-46.75280258,BBY0481
-23.60151947,-46.46180258,CEJ2261
-23.49826726,-46.6615449,EFU1587
-23.54281988,-46.57140057,GFD4948
-23.57046971,-46.58249918,EBP9895
-23.45787097,-46.66824343,CIR7925
-23.7122439,-46.6547241,BPI0688
-23.57685762,-46.56324928,QOU5458
-23.67687826,-46.75650736,CEK5294
-23.55891765,-46.69947451,PYH4902
-23.5467981,-46.68718215,FSW7803
-23.66962575,-46.77238578,CMH5062
-23.55540937,-46.59688926,FPK4965
-23.56848934,-46.61292167,QPH5056
-23.49893264,-46.63852725,FOA6117
-23.58379595,-46.53630787,QPF3562
-23.57716283,-46.71249602,EGU7385
-23.60332156,-46.64887158,PZQ7708
-23.59789287,-46.6376227,FRA8151
-23.67877295,-46.77234776,CLE6527
-23.50748046,-46.68406637,BUL7107
-23.60651528,-46.5262744,FGJ0484
-23.5309115,-46.73516064,FYL4967
-23.5421776,-46.5751849,AXA1063
-23.4329834,-46.7209343,PUI1532
-23.52413695,-46.54453775,GHD5733
-23.5336251,-46.5455295,AZQ6995
-23.601211,-46.604378,EWL3875
-23.59262184,-46.6004321,GHL4773
-23.63108762,-46.75331447,CMH3099
-23.62213613,-46.59922398,CHU4796
-23.52241718,-46.48339747,PVQ7655
-23.53140464,-46.73928629,CMQ7694
-23.58358912,-46.41132011,ACO7581
-23.49723858,-46.39910567,KFN1534
-23.5941337,-46.6023268,FND2216
-23.54380664,-46.68473306,FLT7701
-23.61882265,-46.59520073,BMM9715
-23.55446704,-46.59807082,CET9441
-23.5343118,-46.5413154,EJK0690
-23.58929105,-46.71380212,CWV4506
-23.5868788,-46.535296,HEY5969
-23.5563563,-46.6858611,EIO2761
-23.57735883,-46.55742261,FMR1562
-23.50120025,-46.44814731,BPI9006
-23.60826781,-46.73639581,DUJ9449
-23.60826781,-46.73639581,FNW3272
-23.77135144,-46.71799203,CMG1771
-23.54178553,-46.75282066,QOT4271
-23.521457,-46.47149158,EFU3614
-23.55225341,-46.64803339,QNQ5401
-23.690999,-46.700714,DPX3389
-23.55263322,-46.7103326,GKA4373
-23.47370153,-46.57257996,BRD1407
-23.56810745,-46.63748855,QPY1891
-23.52116648,-46.56200694,ELD5535
-23.6031944,-46.5296595,DXB5453
-23.61931457,-46.50165276,EHE4858
-23.57342338,-46.49895287,EUJ8113
-23.50755176,-46.395596,BFI2586
-23.50417381,-46.51727445,HLG4491
-23.67817889,-46.78130838,CLP9487
-23.57508864,-46.5069644,PUM1725
-23.5703228,-46.5115568,EZM1306
-23.53942151,-46.45144153,CBB3528
-23.47036729,-46.649392,FDX6950
-23.58372986,-46.63558036,FGA7966
-23.6033246,-46.5301788,DYI2036
-23.53703008,-46.61108441,EBH7178
-23.5623944,-46.7037787,FON5125
-23.5981603,-46.6041898,FEK8549
-23.51036928,-46.40667968,AKH1893
-23.51419074,-46.70611117,DDS0096
-23.57759377,-46.57412735,GIQ6416
-23.49855893,-46.75042713,OMA5392
-23.53265894,-46.62525985,PVV8594
-23.61324046,-46.51886661,DEX0101
-23.57829188,-46.50991069,GCC2207
-23.74231214,-46.68954849,FAM3320
-23.70935683,-46.69796887,DVI4847
-23.54052328,-46.60769044,CRR6541
-23.48719456,-46.37663057,FFV8942
-23.5494126,-46.5418921,GGX5954
-23.5125942,-46.5297249,EUC0249
-23.539372,-46.433265,EUG9969
-23.48608645,-46.76254426,FKA7454
-23.59395206,-46.56144438,GDQ0984
-23.45961927,-46.71367341,OWK8840
-23.60674052,-46.61765701,QPR0937
-23.55369142,-46.75767078,PVV4068
-23.58831471,-46.54156544,PZL4107
-23.494131,-46.399994,CMF5251
-23.65983975,-46.75876211,HMJ1157
-23.53449127,-46.46565378,EDM6277
-23.6497688,-46.70233148,FOB2646
-23.5338186,-46.6887155,EVX7555
-23.58992833,-46.60385611,QNV4539
-23.53044349,-46.6944375,DZH6700
-23.57917482,-46.6355644,FOB8636
-23.6290783,-46.45964475,ETZ0153
-23.57939991,-46.48200526,CNS0265
-23.56423699,-46.56054963,DIP7247
-23.5666171,-46.5451371,EEO8868
-23.5158895,-46.5334375,GDM7949
-23.4051119,-46.7529401,CBD8303
-23.61335977,-46.51505093,CFR5931
-23.60950324,-46.64081175,FJZ2957
-23.6330939,-46.7000536,FAX1514
-23.5526888,-46.5641317,FKS7136
-23.56670028,-46.47656067,EZN6925
-23.59526996,-46.43303391,CIA6751
-23.5995853,-46.603113,GFJ1984
-23.59979758,-46.53968162,FEX1037
-23.63973811,-46.44192322,DBO8907
-23.5476357,-46.6906421,GBC6857
-23.5640837,-46.5586349,EUF5603
-23.733871,-46.7170119,HNV9265
-23.6119648,-46.5967836,ELJ3951
-23.4797649,-46.6432542,EBO1326
-23.5947912,-46.4860832,DSA6413
-23.60787263,-46.53479338,FGF7247
-23.5640015,-46.5623056,FOS8829
-23.56425202,-46.53577152,FZH5331
-23.5567118,-46.5202469,CCJ7610
-23.72969953,-46.7105246,EZD0074
-23.7427004,-46.7083425,CEA5900
-23.5406172,-46.5605297,EJD9180
-23.52509292,-46.5232126,FDV6647
-23.54339456,-46.48551592,PUY3717
-23.5456094,-46.6885945,FUE4893
-23.48980352,-46.71854906,DVB5956
-23.4939548,-46.6160875,EYA3203
-23.57171091,-46.71264732,CVU5517
-23.5446249,-46.6878166,FDV5716
-23.57202747,-46.62259681,FUY0477
-23.5201567,-46.5042831,EMJ5041
-23.66553252,-46.6590344,BQZ7408
-23.54147942,-46.68407938,FJK0326
-23.5369524,-46.7175159,FRQ9455
-23.50475826,-46.50686145,KDB7950
-23.58964998,-46.7966809,FJL4914
-23.54055421,-46.6703664,QOR0451
-23.51088604,-46.4577416,FTR6326
-23.52405252,-46.4517325,EEL4964
-23.50724558,-46.42498221,BHI1061
-23.45177479,-46.75071301,EEM0519
-23.54932709,-46.54199402,QOF2351
-23.45702527,-46.65733214,BCG2160
-23.59954324,-46.539643,EMK3163
-23.47035573,-46.75005699,FSR8859
-23.50773977,-46.51026946,EUY9636
-23.44123993,-46.72171436,BSE7392
-23.60027342,-46.63308545,PYH0651
-23.57133598,-46.52544039,EJG2195
-23.66941069,-46.71741013,BNP4640
-23.56723976,-46.42343122,OQE8113
-23.54541824,-46.75618488,FRO4547
-23.57166441,-46.57590506,EUF8535
-23.68210152,-46.77877789,CKK0133
-23.55225817,-46.68735936,GDC5266
-23.58083321,-46.52586292,GHE4525
-23.63208332,-46.76548732,MWD4052
-23.59476322,-46.43803245,DKX7834
-23.61181036,-46.62086757,FJT3605
-23.55113907,-46.57636745,PYA4428
-23.5105411,-46.37400558,BZC4636
-23.61799291,-46.48557196,PVN2797
-23.4728502,-46.7191573,DCC2891
-23.63450461,-46.63474596,AJE9628
-23.54715487,-46.57389026,DRP1407
-23.47989466,-46.64083163,DWK3458
-23.60295391,-46.53068563,PVO8160
-23.68381503,-46.76718204,EBP5900
-23.47463075,-46.65889994,EBK7214
-23.49816893,-46.44013711,AXY9144
-23.50825883,-46.53121961,CFY9467
-23.5604263,-46.509767,EWM3546
-23.60278526,-46.50122191,QOR0462
-23.55541021,-46.46382427,EYA1634
-23.58449114,-46.5416381,PZO6887
-23.60656381,-46.47984393,FYJ1339
-23.5951975,-46.59967676,FWD5923
-23.4971654,-46.3833092,EYL3961
-23.523823,-46.6870548,MES3129
-23.5843381,-46.44005769,CAJ9770
-23.5993414,-46.46145345,NMC8309
-23.5489259,-46.6817388,FLT0653
-23.53465686,-46.68905485,EEW8679
-23.55560152,-46.44273759,PXJ8007
-23.5399682,-46.4528428,PWT4544
-23.5230749,-46.7104792,FZG4938
-23.55569591,-46.67441479,BNM3875
-23.58942472,-46.53027916,BMC9789
-23.4944043,-46.6187115,PXW3159
-23.71614663,-46.70373386,CNY4178
-23.52371837,-46.53052688,QPH4606
-23.48935588,-46.49360503,CPP2515
-23.54396654,-46.4104021,DUF9918
-23.5380069,-46.65256501,QPY5811
-23.81217581,-46.72157096,BYG4585
-23.60986062,-46.50791584,EEJ0256
-23.58051943,-46.56363411,QNV7589
-23.58737788,-46.51625735,QOI9915
-23.5410759,-46.6520365,MIK0241
-23.52073805,-46.59702568,BUO8719
-23.4575924,-46.6156969,EQF2157
-23.6410474,-46.7465094,CPB5553
-23.59253048,-46.54869687,GFE7355
-23.59982775,-46.46988804,FAM4409
-23.55176203,-46.74815992,DRC3145
-23.54559,-46.5536586,HTQ0427
-23.54589655,-46.48158446,FHL4707
-23.45609766,-46.60134962,BOA2715
-23.6229311,-46.5007333,CVL0389
-23.52021837,-46.41863255,EUI9764
-23.60843288,-46.6348434,EBX2120
-23.5329372,-46.5418273,PYW7552
-23.59694868,-46.76324834,OWI5793
-23.55676939,-46.6330614,GBI2432
-23.56400621,-46.49180003,EFS7589
-23.60576084,-46.565735,EUJ6158
-23.53446529,-46.54140942,HIU6994
-23.55122481,-46.64166046,FWU6576
-23.54225538,-46.57375212,FVO3645
-23.59107803,-46.76265376,OXC1256
-23.69879159,-46.65863045,DAQ2641
-23.55314935,-46.48181156,FLC8938
-23.50959947,-46.4298578,FUB7546
-23.53864577,-46.68239688,QPO6363
-23.53361056,-46.54494925,AZP0073
-23.54755468,-46.48189083,FKE4266
-23.6461448,-46.60541251,EXG3666
-23.57156881,-46.56482468,FTO8080
-23.44137713,-46.74750575,EQX0323
-23.4902127,-46.6497439,FSY0584
-23.49934724,-46.69892662,FUQ2396
-23.55924945,-46.46160929,BNI9774
-23.58690785,-46.49210991,fev/89
-23.513767,-46.4454941,BNU3358
-23.61569452,-46.50209755,EYQ6785
-23.58858894,-46.55010816,PZZ5819
-23.64402946,-46.59148753,AYD3907
-23.48699852,-46.6284169,FUX8371
-23.5094324,-46.5167117,EZD6208
-23.5098274,-46.6044315,EZL3618
-23.49670577,-46.69240357,FGY3559
-23.60182625,-46.53363795,FAC5821
-23.54297217,-46.49945505,ARL1544
-23.52835655,-46.4930933,FRS3196
-23.56723765,-46.57339674,QPV3708
-23.5546985,-46.55526483,FYA9393
-23.51646934,-46.62505274,QOF2639
-23.55143978,-46.53393525,FLD0026
-23.72963721,-46.69081465,EYM2253
